DTXSID,tox_value_mg_L,tox_S_AD,tox_stat,tox_source,species,tox_reliability,neutral_fraction_jchem,tox_source_origin
DTXSID0022642,6.692,3,qsar,IRFMN,fish,NA,0.05,IRFMN
DTXSID0022642,5723,2,qsar,ECOSAR_BASELINE,fish,NA,0.05,ECOSAR_BASELINE
DTXSID0022642,0.004631,3,qsar,BOL,fish,NA,0.05,BOL
DTXSID0022644,3.168,3,qsar,IRFMN,algae,NA,0.03,IRFMN
DTXSID0022644,14.09,3,qsar,ECOSAR_BASELINE,algae,NA,0.03,ECOSAR_BASELINE
DTXSID0022644,0.009436,3,qsar,VAN_LEEUWEN,algae,NA,0.03,VAN_LEEUWEN
DTXSID0022644,3.671,3,qsar,IRFMN,crustacean,NA,0.03,IRFMN
DTXSID0022644,11.47,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.03,ECOSAR_BASELINE
DTXSID0022644,0.00001515,3,qsar,BOL,crustacean,NA,0.03,BOL
DTXSID0022644,2.689,3,qsar,IRFMN,fish,NA,0.03,IRFMN
DTXSID0022644,17.9,3,qsar,ECOSAR_BASELINE,fish,NA,0.03,ECOSAR_BASELINE
DTXSID0022644,0.00001956,3,qsar,BOL,fish,NA,0.03,BOL
DTXSID0022690,1.244,3,qsar,IRFMN,algae,NA,0.13,IRFMN
DTXSID0022690,7.632,3,qsar,ECOSAR_BASELINE,algae,NA,0.13,ECOSAR_BASELINE
DTXSID0022690,0.003486,3,qsar,VAN_LEEUWEN,algae,NA,0.13,VAN_LEEUWEN
DTXSID0022690,2.006,3,qsar,IRFMN,crustacean,NA,0.13,IRFMN
DTXSID0022690,5.056,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.13,ECOSAR_BASELINE
DTXSID0022690,0.000005954,3,qsar,BOL,crustacean,NA,0.13,BOL
DTXSID0022690,2.041,3,qsar,IRFMN,fish,NA,0.13,IRFMN
DTXSID0022690,7.506,3,qsar,ECOSAR_BASELINE,fish,NA,0.13,ECOSAR_BASELINE
DTXSID0022690,0.000008706,3,qsar,BOL,fish,NA,0.13,BOL
DTXSID0022692,0.3656,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0022692,39.92,2,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0022692,0.03919,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0022692,0.4712,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0022692,39.94,2,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0022692,0.00005912,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0022692,1.227,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0022692,65.51,2,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0022692,0.00006741,3,qsar,BOL,fish,NA,1,BOL
DTXSID0022725,0.893,3,qsar,IRFMN,algae,NA,0.001,IRFMN
DTXSID0022725,17.78,3,qsar,ECOSAR_BASELINE,algae,NA,0.001,ECOSAR_BASELINE
DTXSID0022725,0.01158,3,qsar,VAN_LEEUWEN,algae,NA,0.001,VAN_LEEUWEN
DTXSID0022725,0.6817,3,qsar,IRFMN,crustacean,NA,0.001,IRFMN
DTXSID0022725,14.26,3,qsar,ECOSAR_BASELINE,crustacean,NA,0.001,ECOSAR_BASELINE
DTXSID0022725,0.00001867,3,qsar,BOL,crustacean,NA,0.001,BOL
DTXSID0022725,1.755,3,qsar,IRFMN,fish,NA,0.001,IRFMN
DTXSID0022725,22.17,3,qsar,ECOSAR_BASELINE,fish,NA,0.001,ECOSAR_BASELINE
DTXSID0022725,0.00002433,3,qsar,BOL,fish,NA,0.001,BOL
DTXSID0022773,6.241,3,qsar,IRFMN,algae,NA,0.001,IRFMN
DTXSID0022773,2314,2,qsar,ECOSAR_BASELINE,algae,NA,0.001,ECOSAR_BASELINE
DTXSID0022773,11.85,3,qsar,VAN_LEEUWEN,algae,NA,0.001,VAN_LEEUWEN
DTXSID0022773,0.04401,3,qsar,IRFMN,crustacean,NA,0.001,IRFMN
DTXSID0022773,5634,2,qsar,ECOSAR_BASELINE,crustacean,NA,0.001,ECOSAR_BASELINE
DTXSID0022773,0.01366,3,qsar,BOL,crustacean,NA,0.001,BOL
DTXSID0022773,6.892,3,qsar,IRFMN,fish,NA,0.001,IRFMN
DTXSID0022773,11460,2,qsar,ECOSAR_BASELINE,fish,NA,0.001,ECOSAR_BASELINE
DTXSID0022773,0.009111,3,qsar,BOL,fish,NA,0.001,BOL
DTXSID0022777,0.8878,3,qsar,IRFMN,algae,NA,1,IRFMN
DTXSID0022777,15.15,2,qsar,ECOSAR_BASELINE,algae,NA,1,ECOSAR_BASELINE
DTXSID0022777,0.009795,3,qsar,VAN_LEEUWEN,algae,NA,1,VAN_LEEUWEN
DTXSID0022777,0.2958,3,qsar,IRFMN,crustacean,NA,1,IRFMN
DTXSID0022777,12.1,2,qsar,ECOSAR_BASELINE,crustacean,NA,1,ECOSAR_BASELINE
DTXSID0022777,0.00001581,3,qsar,BOL,crustacean,NA,1,BOL
DTXSID0022777,10,2,geomean,ecotox,fish,NA,1,ecotox
DTXSID0022777,10,2,quantile,ecotox,fish,NA,1,ecotox
DTXSID0022777,1.52,3,qsar,IRFMN,fish,NA,1,IRFMN
DTXSID0022777,18.8,2,qsar,ECOSAR_BASELINE,fish,NA,1,ECOSAR_BASELINE
DTXSID0022777,0.00002065,3,qsar,BOL,fish,NA,1,BOL
DTXSID0022800,3.655,3,qsar,IRFMN,algae,NA,0.21,IRFMN
DTXSID0022800,3416,2,qsar,ECOSAR_BASELINE,algae,NA,0.21,ECOSAR_BASELINE
DTXSID0022800,27.53,3,qsar,VAN_LEEUWEN,algae,NA,0.21,VAN_LEEUWEN
DTXSID0022800,57.51,3,qsar,IRFMN,crustacean,NA,0.21,IRFMN
DTXSID0022800,10620,2,qsar,ECOSAR_BASELINE,crustacean,NA,0.21,ECOSAR_BASELINE
DTXSID0022800,0.02949,3,qsar,BOL,crustacean,NA,0.21,BOL
DTXSID0022800,3.327,3,qsar,IRFMN,fish,NA,0.21,IRFMN
DTXSID0022800,22920,2,qsar,ECOSAR_BASELINE,fish,NA,0.21,ECOSAR_BASELINE
